SAE,AAVE
"I think I'm coming down with the flu. I hope I don'tend up in someone's ER
","Think I'm coming down with the flu. I hope I don'tend up in someone's ER
"
"I swear, all I do is fucking work. I would killto have one Saturday off
","I swear... All I do is fuckin work. I would killto have one Saturday off.!!!!!
"
"I mean, you try to fuck any guy's girl, but if a guy likes too many of your girl'sstatus updates, you get upset
","I mean, you try to fuck ANY niccas girl but if a nicca like to many of your girlsstatus updates you get upset...
"
"I have nothing against Alabama and Nick Saban. I can count on Saban. He is the type of coach who would say\""let's play ball, don't worry about anything else\""
","yea but not against bama and Nick saban. Saban my dude. He the type of coach who sayplay ball fuck everything else.
"
"I don't give a fuck what a bitch or a man think and fuck all that bullshittalking because your breath stink
","Idgaf wat a bitch or a nigga thank n fuck allat bstalkin kuz ya breff stank
"
"Yesterday, I would have seen two boxes, but two days ago I saw the twoeye stepping my game up.
","Yesterday I would have saw 2 boxes but 2 days I saw the 2eyes stepping my game up
"
"I really need a monster combination in my life! Focus on thosebands that make you dance
","I so need a monster combination in my life! Focus on thosebands that make u dance
"
"I love you, but if this shit wins the Oscar, you will thank me. Because you know the weirder the movie, the more likely it will win
","I love u but if this shit wins the oscar u will thank me ... Cause u know the the weirder the movie themore likely it will win
"
"I never liked Gucci. Now everybody can sees the \""Royal Flop Ness Monster\""! He has been bad, it shouldn't have taken his breakdownfor it to be known
","I never liked Gucci. now everybody sees the royal flop ness monster! He been weak. It shouldn't have taken his breakdownfor it 2 b known
"
"Missed out on my whole first break because this woman was in here sharpeningpencils like it was her job
","Missed out on my whole lil ""break"" cause this broad grown ass in here sharpeningpencils like it's her job
"
"I miss hanging out with my boyfriend when it's fun and we don't argue. These are the timesI cherish the most
","I miss hanging out with my boyfriend when its all fun no arguments or nothing the timesI cherish the most sometimes!!!
"
"Then off to my friend's house. I got some beer. I am about todrink until I pass out.
","Then off to my friend house I got some beer I'm about todrink till I pass out..
"
"When I went to L.A., it was 8 blocks of homeless people and BeverleyHlls was a block down... Shaking my head.
","When I went to LA it was 8 blocks of homeless people and BeverleyHills was a block down..smh
"
"My hair is bogus. The gym really took its toll onit. It is sweated the fuck out.
","My hair is bogus the gym really took its toll onit..it's sweated the fuck out
"
"Im about to do something big for Hip Hop in 2014. Just remember, \""Day of Destruction, Game Over\
","Im about to do something big for Hip Hop in 2014. Just remember.DAY OF DESTRUCTION!!!! Game Over.
"
"I celebrated one year of sobriety on September 3rd. On October 6th, I'm giving back... Stay tuned fordetails. I understand the struggle
","I CELEBRATED 1 YEAR OF SOBRIETY ON SEPT 3. ON OCT 6, I'M GIVING BACK.. STAY TUNED FORDETAILS. I UNDERSTAND THE STRUGGLE!!!
"
"A lot of the rappers from the past are basically unsavory. I would mention names, but why should I givethem any notoriety? They are foolish
","A lot of the old school rappers are straight assholes. I would say names but why should I givethem any shine???? Fuckin idiots!!
"
"I hate when a bitch texts me and asks me when I'm going to come see her, and I say, \""You tell me,\"" and she says, \""I don't know.\"" Bitch, why the fuck did you text me?Whore, fuck, my whole day is ruined
","I hat when a bitch txt me an ask me when I'm cme see her and I say u tel me and she say idk bitch why df u txt me forhoe fuck my whole day
"
"I can't believe it when a whore's trying to handle the man's job and the relationship and her job at the same time. That's funny;no, her man's a bitch
","It kill me when hoe tryin play da Niggah job and da Relationship an her job at da same time ..lolno her Niggah a bitch
"
"It's crazy that people say that they have good sex, but two weeks later after fucking that friend, \""Yeah, she's a whore. Don't kissher because that's a whore.\
","It crazy why ppl say that gt sme good but 2week later tht fuckin that friend yea she a hoe Dnt kissher cuz that a hoe
"
"Women are claiming they are keeping thier boyfriend, but while he is not present, they are having sex with anythingin sight. We see you all
","Bitches be claiming they holding they nigga down but while he not around fucking anythingin sight we see y'all""
"
"I went to sleep at 10, now I'm up, but I'm about toforce myself back to sleep
","went to sleep at 10 now I'm up but I'm about toforce myself back to sleep
"
"Ok, I'll go today. Do I have to use it before I style my hair or can Iput it on now
","ok ill go today do I have to use it before I style my hair or can Iput it on it now
"
"This show is exactly within the context of what you spoke on with another woman at anotherrestaurant or park. What the heck
","This show is all about what you talked about with another bitch at anotherrestaurant or park. The fuck
"
"\""World War Z\"" was good. I didn't think it would end the way it did, but it's getting me really excitedfor \""The Walking Dead\""
","World war z was good. Didn't think it would end the way it did but it's getting me ampedup for The walking dead
"
"I really need a vacation. I have not been to the beachat all this summer. What the fuck
","I really need a vacation. I haven't been to the beachat all this summer wtf
"
"Misa has always been cool. She is ahead of ehr time. She created \""Ghetto Fabulous\""says Steco Don from Diva Magazine
","- Misa always been FLY!!! Ahead of her Time- she created Ghetto Fabulous-- Stevo Don Diva Magazine
"
"Yes! That's a very touching song, it gives me chills every time I hear it. I know big brother is smiling down on you, Rest in Peace, Mel.down on you, Rest in Peace, Mel
","yes!!! Thats a very touching song, it gives me chills errytime I hear it. I know big bruh smilindown on u:-) RIP Mel
"
"Those women are not nice and they know it. They are lame and they don't realize that they are ruining their lives.I knew exactly where we would find them.
","Dez hoes fo anyone n they know it, it's just dez lames niggas who don't see, dez hoes some hood rats n they it, Iknow exactly where they be
"
"This post. I heard there were 2 kids living that \""you only live once\"" life at \""Electric Zoo\"". You all betteract like Bran Nubian and
","THIS herd 2 kids was living that yolo life at electric zoo. yall betterdo like bran nubian and
"
"Dude, what the fuck, that's hilarious. \""If you fuck in church you don't need a condom.You're covered by the blood.\
","dude wtf lol IF YOU FUCK IN CHURCH YOU DONT NEED A RUBBA ,YOUR COVERED BY THE BLOOD""
"
"Don't discriminate on us little folks. People under 5'5\"" are shifty, have to keep an eye on themwhen they are around me
","don't discriminate on us little folks Ppl under 5'5 are shifty. Got to keep an eye on themwhen they are around me.""
"
"I am playing fantasy football with my job. I have the raven's defense and RayRice. I am getting points. Yes
","Im playing fantasy football with my job.. and I got the raven defense and rayrice… I'm getting points.. yesss!!
"
"I was in health/gym when they took the towers out, and my principal got on the intercom andgave a speech about terrorism
","I was in health/gym when they took the towers out and my principal got on the intercom andgave a speech about terrorism
"
"I will be in the gym getting it in, man... When its all said and done, Twitter and Instagram are just going to have to letme flourish in my nakedness
","I be in the gym getting it in man.. When its all said and done twitter n instagram just gonna have to letme flourish in my nakedness
"
"I talked to my student today about Grand Theft Auto V, and I must say his description regarding interacting with the game hasmade me want to play it
","Talk to my student today about GTAV and I must say his description regarding interacting with the game hasme wanting to play it
"
"I just read the funniest description of Chief Keef. \""Keef, who has a mop top of noodling dreadlocks that hangpast his eye shaggy-dog style.\
","I just read the funniest description of Chief keef ""Keef, who has a mop top of noodling dreadlocks that hangpast his eyes shaggy-dog style
"
"That's funny; Bears fans harassed Tony D on Twitter, saying, \""Man, get\""your thoughts in order and believe.\
","Lmao bears fans harassed tony d on twitter like nigga getyour mind right and believe
"
"So, how many of you culture snob guys are going to change your opinionabout Yeezus afterseeing that interview now, huh
","So how many of you culture snob niggas gonna change your opinion about Yeezus afterseeing that interview now huh?
"
"Hopefully, it's just the quality that threw me off, but he also should have waited until next year, especially afterhow great one was
","hopefully its just the quality that threw me off but he also should have waited until next year esp afterthe dope ness of 1
"
"European wine simply tastes different. I was over there for a month and a half and drank daily at random and neverhad any horrible tasting wine
","European wine just taste diff man… I was over there a month and a half and drank daily at random and neverhad any bad tasting wine
"
"It completely threw me for a loophole when it came to whatI thought was my preference.
","It totally threw me for a loophole when it came to whatI thought was my preference
"
"Straight cooling, in relax mode. This CD is the truth. You have got down on this one. I lovekmichelle because she is so real.
","Straight cooln.....in relax mode....this cd is the truth......you got down on this one....... I lovekmichelle cause she so real
"
"Rest in peace, Antonio, I miss you. That stuff is crazy how you left so soon,save me a spot. 
","Rip Antonio I miss you, that shit crazy how you left so soon,save me a spot ♡
"
"Showing off for Twitter. That shit is so old, man you are going to be feeling some type of way when I say \""I'm donewith your goofy ass!\""
","Showing of for twitter tht sht bigg dead cuh yu gone be feeling some type of way when I say Im donewth yo goofy asssz .!
"
"I know, they just accept the three million dollar contract, and give methe five hundred thousand they can't decide on
","I have an idea..they accept the $3m deal and just give methe $500k they disagree on
"
"Whaf if I tell you that I love you but I’ve got other dudes, and when I’m not with you, I’m with my other MOVES.
","What If I Tell U That I Love U But I Got Otha Dudes . && When Im Not With U ImWith My Otha MOVES .
"
"Going through old direct message and shit on Twitter, thinking to myself; \""I wasa freak, haha\"" back then
","Going through old DM and shit on twitter thinking to myself I wasa freak lol back then
"
"My favorite songs from Dreamgirls are; \""Move\"", \""We Are A Family\"", \""IAm Changing\"", \""Patience\"", and \""Dreamgirls\""
","My favorite songs from Dreamgirls are Move, We Are A Family, IAm Changing, Patience, and Dreamgirls.
"
"I wish I had more hands so I could give all of thesefootball posts more \""thumbs down\""
","I wish I had more hands so I could give all thesefootball posts more thumbs downnn
"
"What the deuce? ... I hate the smell of spray tan...This stuff has to go
","What the deuce. .. I hate the smell of spray tan...this shit gots ta go.
"
"I'm lucky I don't have to live there, I would only go there because it's thepeople that I know there
","Lucky I ain't have to grow there I would only go there cuz it'sniggas that I know there
"
"I want a \""Sew In\"" now, so I can flip andswerve. Ahaha, I'm funny as fuck
","I Wanna A Sew In Now.. So I Can Flip AndSwerve Ahaha Im Funny Af
"
"I'm going to \""Schnuck's\"" to get every flavor of 32 ounce Power-Aid. Two for $1, haha, judge me,but you probably want one
","Goin to schnucks to gt every flavor 32oz power-aid 2/$1 lol judge me..but u probably want one
"
"Feeling said, but this chocolate cupcake is going to make me smile. I'm joking. Judgeme all you want
","Feeling dwn ..but this chocolate cupcake is gona make me smile :) lol judgeme all u want !
"
"Dude, please don't say anything ignorant to me. You're the one who looks silly. I'm shaking my head. I can't live inpeace in the world. I'm laughing
","Dude plz dnt say anything ignorant to me ..ur the one who looks silly smh I cant live inpeace in the world lol
"
"I can't believe that the Bravo network didn't censor the finger when he flipped Madison thebird when that photo was taken
","I can't believe that the Bravo network didn't bleep finger when he flipped Madison thebird on that photo taken.
"
"Mke sure to bring it by the house during the day so I will be the only one present
","be sure to bring it by the crib 1 day during the week so I canbe the only 1 here
"
"Some or all of you might not read this, but my dream is to make it to the professional league, and hopefully withme live-streaming it, it should help
","Some of you or all of you might not read this but my dream is to make it within the pros and hopefully withme live streaming it'll help
"
"Statistics show that 99 out of 100 men who text back \""okay\"" getsfriendzoned by a woman
","Statistic show that 99/ 100 men who text back K getfriend zone by a woman
"
"Why does my last day of work before vacation have to be so stressful? I am going to need a goodmassage after this day
","Why does my last day of work before vacation have to be so damn stressful im going to need a goodas massage after thid day...
"
"Confession Thursdays: If you're ass had a $100 bill on it, could I give you changeto go with it? I'm laughing
","Confession Thursdays: if ur ass had a 100 bill in it, could I give you changeto go wit it lol
"
"Man, wait, direct message someone that doesn't make you angry. That'scauses gray hairs and wrinkles
","man Turn Up.. dm who you gotta to be non angry..that shitcauses gray hairs and wrinkles
"
"I’m going to Charlotte for the day Saturday. But I’ll be here tonight. I needto find something to do.
","going to Charlotte for the day Saturday. But ill be here tonight. I needto find something to do
"
"Aww, look at me trying to stay loyal as fuck and guys keep talking to me!
","Aww, look at me trying to stay loyal asf & Niggaskeep talking to me !!
"
"Music stimulates your brain's frontal lobe, increasing your attention span & ability toprocess. Explains a lot about peers
","Music stimulates your brain's frontal lobe, increasing your attention span & ability toprocess explains alot about peers
"
"I need a big bottle of Patron and a bag oflimes, and I'll be all set
","I need a big bottle of patron. And a bag oflimes... Ill be all set
"
"Sometimes a person doesn't know a good thing that happening to them even if it Hit them in the face 
","Sometimes a person don't know a good thing even if it was toslap them in the face!
"
"Miley Cyrus is campaigning for that black card, and that line from Jay wasa boost to her ego
","Miley Cyrus is campaigning for that black card and that line from Jay wasa boost to her ego.
"
"Some people in this world hate others for no reason. That'swhy I say, \""fuck them\""
","Some people in this world hate others for no reason that'swhy I say fuck em
"
"I hate when my friends spend the night- I'm prefer having no sleep, dating fatpeople that don't ever damn stop snoring
","I hate when my nigga spend the night I'm always no sleep game dating fatniggas Tuh damn stop snoring
"
"Ok, enough of this Jay Z.. let me play this newJuicy J track real quick.
","Ok enough of this jay z .. Let me play this newjuicy j track real quick
"
"If Zimmerman walks, black people will be mad for two days then forget all about it.Fake civil rights activists
","If Zimmerman walks, black people will be mad 2 days then will forget all about it.Fake ass civil rights activist
"
"I am not going to let the past repeat itself... ugh, the stuff I have to go through..
","I am not about to let the past repeat itself..... ugh the ShitI have to go through...
"
"I don't care about anything but me and my money. We're never breaking up. We're a team. No onewill ever come between us
","I Don't Care Bout Nothing But Me And My Money, We Never Breaking Up. It's Team US. No OneWill Ever Come Between US.
"
"Then they want you to be committed, the same thing with the children, thoughthey lie about it
","Then they want u to b committed""same thing with these young boys thoughbut they lie about it
"
"Pitt’s defense is trash. I’m not taking anything away from Winston, but hell, I couldprobably throw on their defense.
","Pitt defense is trash. Not taking anything away from Winston but hell I prollycould throw on they defense
"
"...and lame as fuck, except for Leroy, you can tell that he is a tough,even CT doesn't want any problems
","and lame as fuck! Except Leroy, u can tell he a real nigga,even CT wants no problems
"
"2 wands, maximum of 3 if your behavior is good. I will be carrying all the cash and cards for both of us... haha
","two Wands max 3 if u on good behavior I will be carrying all cash andcards for both ... Lol
"
"I see you guys trying to get intoxicated but you guys aren't even offering anybody else any. The saying is \""puff, puff, givesomeone and get high\""
","I see y'all tryin to get blazed !!!but y'all ain't even try to offer nobody none,the saying is ""puff puff giveMOTHER***** and get high !!
"
"This is frustrating. I want to go to my best friend's funeral but I don't have a way. Sleep tight. See yousoon or later. Rest in peace
","Ughhhhhh I wanna go to my bestfwenddd funeral but I don't have no way... Sleep Tight See yousoon or later: ( R.I.p
"
"Placing the blame on others rather than looking in the mirror is a little unhealthy... everyoneelse being wrong instead of yourself
","placing the blame on others other than looking in mirror is alil unhealthy...everyonebeing wrong instead of self?
"
"I got very happy seeing you and your physical attractiveness justbeing very pretty and things. #saturdayromanc
","I got the biggest smile on my face because of you and all yo beautifulness justbeing all beautiful and stuff.#saturdayromance
"
"Chris Tucker might be on drugs because there's no way he can still be funny for allthese years. He's got tendencies
","Chris Tucker might be on da buttas bc u cant still be funny for allthese yrs. He got tendencies.
"
"Can't we all just get along? There's enough room for everyone. I keep to myself and I mind my own business. So why arethey still worried? It never ends
","Can't we all just get along?? There's enough room for everyone. I stay in my own lane. So why arethey still worried?? Never Ends
"
"My little vacation was much needed! My mind didn't run AS much...nowit’s back to becoming a -
","My lil vacay was much needed! My mind didn't run AS much...nowit's back to becoming a
"
"But in reality though, if I find the person who brought Svedka to my house,I will kick their ass out
","But for real tho....if I find the nicca who brought Svedka to my cribima kick they ass out.
"
"Leave me the f*ck alone. That’s what you better do..funerals stay on schedule.. I don't even care about thecharges if they’re not federal!
","Leave me the f**ck alone thats what you better do..funerals stay on schedule.. I don't even care about thecharges ,if they ain't federal!
"
"I need a sugar daddy! They take good care of you.That's what I hear! Shit
","I need a sugar daddy!"" they take good care of u ""that's Wht I hear! Shit
"
"Why would you be screaming for your life when you're armed and the other person isn't... thatdoesn't make any sense to me
","Why would you be screaming for your life and your armed and he's not...thatmakes no sense to me
"
"I would hope that CBS would do everything in its power to get ridof this racist girl named Aaryn
","CBS I would hope that Big Bro would do everything in its power to get ridof this RACIST AARYN girl.
"
"The best one is that her and her sister have the same baby’s daddy and don’t even know it!
","the best one is her and her sister got the same baby daddy.And aint een know it!
"
"There's nothing more disappointing than having the feeling to use the bathroom. Running to the bathroom. Covering the seat and having nothing butgas comes out
","Nothing more disappointing than having the feeling of major shits. Running to bathroom. Covering seat and nothing butloud ass gas comes out
"
"So all of the people that worked for Secuitas have been laid off from CTA. Where will thesehardworking people going to work now. Ha ha ha 
","Sooo all the ppl that worked for Securitas been let go from CTA huh? Where all the ""badbitches"" gonna work now? Lol
"
"How do you have a man with a car but you are still on broad street, you must not be good enough for a car ride
","How You Got A Nigga Wit A Wheel But Ya Ass On The Broad Street Line Ya Pussy Must Not Be ThatGood For A Car Ride
"
"I'm not sure that the storyline will go that way, but who knows? There are always twistsand turns on that show
","I'm not sure the storyline will go that way, but who knows. There is always twistsand turns on that show
"
"People without responsibility or have nothing to lose will pull you downand try to anyway
","Ppl without responsibility or don't have nothing to lose will pull u down"" try to anyway !!!
"
"For the record, people can't play basketball. Also, techies are socially awkward. I have accepted both stereotypes, although they don't apply to me
","For the record Bruhz CAN'T HOOP! Also Techies are socially awkward. I have accepted both sterotypes althothey don't apply 2 me
"
"Most people will never know how much turmoil my friend and i go throughmy straight n word for real for rea
","Like ya don't understand no matter how much bs we go through thismy straight nigga 4real 4real
"
"I have heard that women think a threesome is 2 guys and 1 girl but its ok, its clear now
","I have heard some ppl (women) try to say a 3some was 2 guys and 1gal...but ok cool...clear now sir.
"
"I miss the early 2000's defenses and I want to seethem again. It should be nice
","I miss the early 2000's defenses and I want to seethem again. Should be nice.
"
"Relationships end because once they have you, they stop doing the things that it took to getyou in the first place. True!
","Relationships end because once they have you, they stop doing the things that it took to getyou in the first place.true!
"
"I think I’m about to go order this 2 for $20 with anappetizer just for myself. I’m greedy.
","Think I'm bout to go order this 2 $20 with anappetizer just for myself"" greedy
"
"have you ever seen a dude in a car and your first thought is \""I hope thats hischild's mothers car\""? right? never min
","U eva see a mog in a car and ur 1st thought is ""I hope dats hisbaby momma whip""? No? Nvm
"
"Sustainability is so SEXY! It’s not a lifestyle, but a way of life for those with style
","Sustainability is sooo SEXY! Not a lifestyle but a way oflife for those with style.
"
"I'm ready to eat. I mean, while I'm on a mission to find people who want tobe models for my homework
","Im ready to eat mean while im on a mission to find ppl who want tobe models for my hw
"
"If you are going to be my girlfriend then you should know, I always have your back! If a girl bothers you i will step up andput them in their place
","If u gone be my ole lady we RIDE R DIE them hoes cross you illl jump off anhit one in the eye.
"
"I’m laughing my ass off! One day I’m gonna flame Jordan so good...he’s gonna let me off with it..one day.
","Lmaoooo !!! One day ima flame Jordan soo good ...he gon let meoff with it ..one day
"
"Hi I'm Dejhanae Love 101. It is so fun to be on Twitter, and thanks for all of it from Dejhanae Love 101
","Hi I'm dejhanae love 101it is so fun to be on tweet and tanks for all of it andbey form dejhanae love 101
"
"Everytime I get Chinese, I like the first five bites then I want to throw the rest awa
","Everytime I get Chinese, I like the first five bites then Iwanna throw the rest away
"
"And the people who say, \""I can't wait until shit blows over so I can get back to jokes and bullshit,\"" are really irking my damn soul
","And you ""I cant wait till shit blows over so I can get back to jokes and bullshit..."" types arereally irking my damm soul
"
"Don't invite me over to your house if you don't have air conditioning. Seriously, I'm going tolet you down every time
","Don't invite me over your house if you don't have AC..""realshit imastand yo ass up everytime
"
"Laugh out loud, laugh out loud you are so sill you need to be picking some of the sluts new hai
","lol. Lol,! Yu so silly ! You needs be picking some ofthese THOTS new weave !
"
"Just got off work.  The guy who gives me Budweiser for a good price called in saying he has some free beer.  I dont drink that shit anymore butYou can not say no to something that is free! Laugh out lou
","Off work. Budweiser connect called with a bunch of free beer. I don't drink that shit anymore butu can't beat free! Lol
"
"That’s just my due date. Only 4% of women have their babies on the actual due date. I’m just readyfor him to be out.
","that's just my due date only 4% women have their babies on the actual due day,im just readyfor him to be out
"
"Confession Thursdays: I like sexy ankles and I cannot lie. If you have ugly ones, please do not apply-I'm laughing my ass off. This is from a song playing in my head
","Confession Thursdays: I like sexy ankles and I can not lie. If you got ugly ones pleaae do not applyLmao. *song in my head
"
"World of Tanks Xbox 360 Beta is a lot of fun, but so far it's much more simple than the PC. Hopefullythis is just for the beta
","World of Tanks Xbox360 beta is alot of fun, but so far its much more simple then the PC.hopefullythis just for the beta.
"
"If you’re talented you will always have a job in my eyes...or am I taking supplyand demand theory too far?
","hey if ya talented u will always have a job in my eyes...or am I taking supplyand demand theory 2 far?
"
"EXACTLY my point!!! GZ himself said on the 911 tape “he’s running now”. TM was afraid and running away from GZ. Also, GM told -
","EXACTLY my point!!! GZ himself said on the 911 tape ""he's running now"". TM was afraid & running awayfrom GZ. Also GM told
"
"These kids are picking up how I feel, I have to find a way to turn this around
","These kids are picking up on my vibe I gotta find away to turn this around...
"
"I feel so dead without my phone, but finally got some music, soI'm managing my time without it
","I feel so dead without my phone but finally got some music soim managing time without it
"
"I'm telling myself, \""damn, where my friends fuck it, it's justme. Can't hold me back.\
","Got me like dam, where my homies Fuck it, it's jusme.. Can't hold me back
"
"I suddenly have a craving for chili cheese fries afterseeing a picture on Facebook.
","I just suddenly got the craving for chilli cheese fries afterseeing a picture on facebook
"
"If I call your phone how come you don't answer, but text- where you say\""laughing like shit\"". I'm laughing- they're busy
","If I call ur phone how u dont answer but text were they do thatat lls"" lol they busy
"
"I just tricked Deb to give me her charger. I told her I was coming back downhere today. Yeah right. That's funny
","Just booked deb for her charger I told her I was coming back downhere today yea aight lol
"
"Kaman can't guard the basket though, they should try to get a younger guywho's main focus is defense
","kaman cant protect the rim tho, they should shoot for a younger bigwho main focus is defense.
"
"I can hear him in the background talking and it just put a big kool-aid smile on my face
","I hear him in the background talkin I jus put a big ass coolaid smile on my face
"
"I have another 3 bedroom house,  entirely brand new. Section 8is ready- contact me if you are interested
","I Have Another 3 Bed Room House Brand New Everything Section 8Ready Inbox If Your Interested!!
"
"7venCity LIVE 4th of July Hookah Bash, Midnight Kings, 318 N. Charles St. Powered by X105.1 Radio.Ladies are free before 11:00 PM
","7venCity LIVE 4th of July Hookah Bash at Midnight Kings (318 N. Charles St) Powered by X105.1 Radio- Ladies free before 11
"
"This juror is making me angry. She clearly sympathizes with the ignorant belief thatall black people look \""suspicious\""
","This juror is pissing me off. She clearly sympathizes with the ignorant belief thatall black people look ""suspicious"".
"
"If someone is constantly trying to break you down, what does that mean? I'm not sure if they are envious or jealous. I am not pompous nor am I ignorant.
","If someone tries to constantly break u dwn ..wat does tht mean !? U envy me or jealous ..ion boast noram I ignorant ..idk .....
"
"What is up with Mia? Is she an idiot? I need to learnthat on the show as soon as possible
","What's up with this Mia girl? Is she a crack head? I need for them to revealthat on the show ASAP
"
"I would be, you guys are aware of the manner that you carry yourselves, so thanks for looking out or,you can just make it yourself
","I would be you know how y'all act so good look oryou jut make it yourself
"
"If you fuck with me wrong, and take me out of my zone, I'll knock the motherfucking snow off of your cone, my pals. Man, itstinks in this bitch
","Fuk wit me wrong take me out my zone n ill nock the mutha fukin snow off of yo cone my niggas man itstank in this bitch mus
"
"I want to know what is going on in the world, but all the news cares about is thisbaby. Get over it already
","i want to know what is going on in the world, but all the news cares about is thisbaby. get over it already.
"
"Laughing my ass off. I'm in a drought, so the next black person I have sex with will become monogamous with me because I'm notin agreement with with a drought-style life
","Lmao I'm on a drought so the next nigga that I have sex with, WE GO TOGETHER cause I ain'tWith the drought life ""
"
"I’m over this designer talk on my timeline..... you’re buying that shit off of a crackhead. It’s voided.
","Over this designer talk on my time line....you buying that shit off of acrack head it's voided G.
"
"It is not America's duty to interven in other countries civilwars. Obama needs to relax and calm down
","It is not America's duty to intervene in other counties civilwars. Obama needs to chill
"
"Yes, so I know So Jalen was doing the line too, and I hope that they didn't give you anything for long. Hopefully they do,you know how they did for Jewanna
","yeah I kno So Jalen was doing the line to and I hope they dnt give yu nothin long hopefully they doyu how they did Jewanna
"
"Any Offensive Coordinator that calls a running play up the middle on third and longshould not be coaching football.
","Any OC that calls a running play up the middle on third and longshould not be coaching FB
"
"On my way to my doctor visit I hope I have some good news I can nottake anymore bad new
","Omw to My doc visit better have good news I can'ttake no more bad news
"
"I didnt do much again for my birthday its crazy.  Everything I want to do includes friends who are unable to assist me or join but,Fuck you all I will be okay
","Yet Again Didn't Do Shit For My Bday Man This Shit So Fuckin Crazy Everything I Wanna Do Mfers Can't Help Or Join In ButFuck Yal I'm Good .
"
"The point is $100 is a hug difference to a lot of people and a lot of them don't care for an xbox kinect or want it
","The point is 100$ is a big difference to a lot of people and many don't carefor kinect or want it.
"
"Where’s the farmers market in Como? I need some fresh greens in mylife. You’re not about that life.
","Wheres the farmers market in Como? I need some fresh greens in mylife.""u aint bout that life
"
"Good morning. God's plan for your life goes beyond the circumstancesof your day. Be blessed
","Good Morning. God's plan for your life far exceeds the circumstancesof your day. Be Blessed.
"
"Man, I remember my friend infiltrated an abandoned house whensome drug addicts were having se
","Man I remember my homeboy burst in an abandon house whensome crack heads were fucking.....
"
"New Haven strap hangers are rude and obnoxious. No one offers a pregnant woman aseat on a train! Assholes.
","New haven strap hangers are rude an obnoxious. No one offers a pregnant woman aseat on a train! Assholes.
"
"People claim that they want to work, and they need jobs, but don't take the job when youcall them, it's stupid
","People claim they want to work and need jobs but dont take the job when youcall them. So fuckin stupid
"
"I’m finally up from my nap. I guess I will go hang with my mom until turnup time with my girlies.
","Finally up from my nap, guess i will go hang with my moms until turnup time with my girlies
"
"Eat yellow bone. I think I call her Honey Mustard, that damn LilWayne, crazy as a bitch
","Eet yellow bone thank i call her honey mustard that damn lilwayne crazy as a bih
"
"I tried it, and while not the easiest thing I have done, I realized it can be easy, soI'm looking forward to the challenge
","I have tried it and while not the easiest thing I have done realized it can be solooking forward to the challenge
"
"I think I'm gonna go through my clothes again on Friday and see what I can sell.I need space
","I think I'm gonna go through my clothes again on Friday and see what I can sell.I need room and space
"
"If you love a woman just get her pregnant.  She might not stop having sex with other guys but at least she willhave to text you back
","If u love a girl just get her pregnant. She might not stop being a Hoe but at least she'llhave to text u back""
"
"I want my husband to come back with the laundry, finishwashing, and clean the house
","Want on the hubby to come back with the loud and finish thewashing and clean the house
"
"It makes a difference. If you think I like to spend money to take you out “just because”, I would need background information. 
","Cuz it makes a differnt. If u think Like to spend money to take u out just becauseI would need background info...
"
"Would you walk away from a four year, ten and a half million dollar contract, guaranteed overseas to play on a one year, one million dollar contract in the NBA? Questionfor my brothers that play basketball
","Would you walk away from 4yr-10.5m guaranteed overseas to play on a 1yr-1m contract in the NBA? Questionfor my bros that hoop...
"
"I'm trying to take this shit over next year. I have a plan!Hey bro, are you still sunny side up
","Im tryna take this shit over next year.. I got a plan!""Aye Bro you still SSU
"
"Black people got to have a price to get in and very high drink prices.  The price to get ingoes up every five minutes
","Black ppl gotta have a cover charge, high ass drink prices, cover chargegoes up every 5 minutes..
"
"Everywhere has them on pre-order. I've been trying to but some forthe last month or two
","everywhere has them on preorder I've been trying to buy some forthe last month or two
"
"It's hilarious. Motherfuckers are saying that Chief Keep and GBE are still at the BET awards at the metal detectors
","Lmao mfs sayin Chief keef n GBE still at da betawards at the metal detectors
"
"I see how they do it in the D: feed you lobster ravioli, then put you out to stay with grandmother. Well, GrandmotherJoyce, I'm on the way
","I see how they do it in the D feed you lobster ravioli then put you out to stay with granny..well grannyJoyce im on the way
"
"At the end of the day a guy will be a guy and if you bother me, I'll let you know about it atthe end of the day
","At the end of the day a niggah will be a niggah and if you play with me i will show thats something you should know atthe end of the day
"
"Stop, you aren't able to go. Ticket prices are too highbecause they are at $500 right now
","shut up you ain't trying to go. Tickets are too highthey are 500 right now.
"
"Hey I am angry how you introduced me to this show and it is only one season! You know I go through a lot of television like a crack addict goes through insurance money
","Aye I'm mad at u putting me on this show and its only 1 season! U know I blow thru series like acrack head thru insurance money!
"
"This country is foolish when it comes to our justice system and morals! We care more about freaking animals morethan we do human beings!
","This country is foolish when it comes to our justice system and morals! We care more about freaking animals morethe we do human beings!
"
"I hate it when she says Oh when I tell her i love her like what the fuck who does that
","I hate wen she say o wen i tell her i love herlike wtf who does dt
"
"Black people will trade Drake to white people if it would make white girls stop saying \""yolo\"".White people replying \""H.Y.F.R\"" is so wrong
","Blacks will trade drake to the whites if white girls stop saying yolo.Whites reply H.Y.F.R"" so wrong
"
"For sure, and normally I don't, that is what is annoying me more, I think... and that's all. I appreciate it, my dude
","fa sho and I normally don't thats whats pissing me of more I think.. and thats100. Appreciate it my dude
"
"I know the crowd, dude please PLEASE don't stage diveto the remix
","Lmfao I know the crowd like nigga please PLEASE don't stage dives/o to the remix !
"
