sentid,pairid,type,comparison,sentence
932,931,AAE,unexpected,"""How I need you How I need you Oh Jesus, walk with me."" My prayerfor today and this year.
"
932,932,SAE,expected,"\""As a father, you are not first a disciplinarian. You are a discipler. Mom, your main role is not to makemeals, but to make disciples.\
"
933,932,AAE,unexpected,"""As a father, you are not first a disciplinarian. You are a discipler. Mom, your main role is not to makemeals, but to make disciples.""
"
933,933,SAE,expected,"You're one bitch-made black person, pussy ass black person. Fuck around and get knocked down. That'show we play it, black person
"
934,933,AAE,unexpected,"Yhu One Bitch Made Nigga Pussy Ass Nigga Fuck Around And Get Layed Down ThatsHow We Play It Nigga!
"
934,934,SAE,expected,"My best friend is mad at me becaue I told her the truth about this bum ass nigger bitch its my place to tell you to throw his ass to the waste side
"
935,934,AAE,unexpected,"My best friend mad at me bc I told her the truth about this bum ass nigga bitch its my place to tell you to throw hisass to the waste side!
"
935,935,SAE,expected,"I'm tired at work and I need to go home; if I didn't love my job Iwould have called in sick
"
936,935,AAE,unexpected,"Up at work tired need to go home but if i didnt love my job i swear iwould of called in lol
"
936,936,SAE,expected,"See, you're the type of bitch a black person doesn't marry. You come with too manyproblems and it's not right
"
937,936,AAE,unexpected,"See you the type of bitch ah nigga dont wife yhu come with two manyproblems and it aint right!
"
937,937,SAE,expected,"I think I'm the only one coming back on Monday like a retard.I should change that. I'm laughing out loud
"
938,937,AAE,unexpected,"I think I'm the only one coming back on Monday like a re-re.I should change that. Lol.
"
938,938,SAE,expected,"I would enjoy seeing him come back to the WWE to piss in the face of people who don't like tobe cool.  Spitting is gross
"
939,938,AAE,unexpected,"I would enjoy seeing come back to WWE an piss in the face of ppl who dnt like tobe cool...spitting is gross Ha
"
939,939,SAE,expected,"Hahaha! I will admit it, I am. But I am able to guarantee you he is twice as worse off as I am. I can ascertain that you are not posturing right now you bigcry baby, that is beyond a normal level of whipped
"
940,939,AAE,unexpected,"bahhaaa! Il admit it I am.But I guarantee u his ass twice as bad ofF As I am.IKNW YUR NOT TLKN U BIGCRY BABY THTS PAS WHIPD
"
940,940,SAE,expected,"You like me. You like me. You hate me. You hate me. But just know I’m going to always be me regardless.
"
941,940,AAE,unexpected,"You Like Me YOU LIKE ME You Hate Me YOU HATE ME <> But Just Know im Going ToAlways Be Me Regardless. >>>>>
"
941,941,SAE,expected,"Family is going to be with you forever. I'm going to hold myself down, I think I know whatI did wrong here
"
942,941,AAE,unexpected,"family is going to be with you Forever. Im going to hold my own self down i think i know whati did wrong hear .
"
942,942,SAE,expected,"Who cares how you haters feel? I still have my money! Oh, all I see isdollar signs, money in mind
"
943,942,AAE,unexpected,"Who cares how you haters feel!!! Still got my money!!!!! Oooooo all I see is$ signs, money on mind!!
"
943,943,SAE,expected,"This weekend I need to get my hair and eyebrows done! I've been too drunk and lazy.Time to get it together
"
944,943,AAE,unexpected,"This weekend I gotta get my hair n eyebrows done! I been too booed up n lazy lbs!!!Time to get it together!
"
944,944,SAE,expected,"When a man wants you by his side day in and day out, it says a lot. Spending time ismy favorite part
"
945,944,AAE,unexpected,"So when a man want u with him all day everyday says a lot...Time iswhat I love!"" It is
"
945,945,SAE,expected,"You’re the one that I dream about all day. You’re the one that I always think about!
"
946,945,AAE,unexpected,"You the 1 I dream about all day, you the 1that I think about always!!!
"
946,946,SAE,expected,"People are hilarious. They scream, \""I like bad bitches\"" and their mothers look like a pennywith a hole in it. I'm laughing
"
947,946,AAE,unexpected,"Niggas are hilarious.. They scream ""i like bad bitches"" and kids mothers look like a pennywit a whole in it..""ha!!!
"
947,947,SAE,expected,"Just joking! I just heard that guy say that I don't lie to anyone.He's one of a kind
"
948,947,AAE,unexpected,"sike I just heard a nigga say that I dont lie to any1""he's 1 of a kind
"
948,948,SAE,expected,"I would let anyone I dated confront her! She accused me of a lotof things I wasn't doin
"
949,948,AAE,unexpected,"I Would Let AnyOne I Messed With Go For Her! She Assumed Me Of A lot OfShit That I Wasn't Doing
"
949,949,SAE,expected,"I guess we are just going to ignore that unattractive woman?  This interaction on twitterhas been very entertaining.
"
950,949,AAE,unexpected,"So, are we just ignoring the sorry looking fish dish? This has given twitter(and me) so much joy.
"
950,950,SAE,expected,"We do not believe that in this country freedom is reserved for the lucky orhappiness for the few. Ame
"
951,950,AAE,unexpected,"We do not believe that in this country, freedom is reserved for the lucky, orhappiness for the few."" Amen
"
951,951,SAE,expected,"It’s crazy how much I like my ex-boyfriend, butI can’t tell him. I hate it so much.
"
952,951,AAE,unexpected,"It's crazy how I really like my ex boyfriend so much butI can't tell him smh
"
952,952,SAE,expected,"Ugh. It's been a long time coming, babe. He just called to seehow I have been
"
953,952,AAE,unexpected,"UGh ITS bEeN a LoNg tImE Coming babE hE jUst caLl seeHow I bEen doin :-)
"
953,953,SAE,expected,"A bunch of people are jumping on the Notre Dame band wagon tonight because they're either tired of Alabama winning the BCS Championship or they are Auburn fans
"
954,953,AAE,unexpected,"A Bunch Of People Jumping On Notre Dame Band Wagon Tonight Cause They Either Tired Of Bama Winning The BCSChampionship Or They Auburn Fans.
"
954,954,SAE,expected,"You should know I got suspended. I did not throw a punch, however. I just askedher to come outside.
"
955,954,AAE,unexpected,"Y should i get suspended i didn't thro a puNch nothing just askher to cum out Side
"
955,955,SAE,expected,"The eye is the window of the soul. If the eye is dark, great is the darkness. Dispel the darkness.Let the light shine in
"
956,955,AAE,unexpected,"The eye is the window of the soul if the eye is dark great is the darkness dispell the darknesslet the light shine in
"
956,956,SAE,expected,"I swear, man, if it isn't one thing it's another. This shit is trulygetting on my fucking nerves
"
957,956,AAE,unexpected,"I swear man if iy anit one thing its another dis shit is trulygettin' on my fuckin nervs
"
957,957,SAE,expected,"Sometimes I wish I could read your mind to find outhow you feel about me
"
958,957,AAE,unexpected,"Sometimes , i wish i could read your mind to find outhow you feel about me
"
958,958,SAE,expected,"There is a hole in the glass at the hockey stadium.The NHL will need to replace it soon
"
959,958,AAE,unexpected,":) měla jsem na mysli extraligu, tam snad plexi je :) Jinak díra u ledu je super, ale viděla jsem ji vNHL snad jen na jednou.
"
959,959,SAE,expected,"I wish someone will be kind to take me to themovies to see \""Mama.\
"
960,959,AAE,unexpected,"I wish someone will be kind to take me to themovies to see mama :)
"
960,960,SAE,expected,"Whores are acting like they're not whores. I'm like, what the fuck,whore! Shaking my head
"
961,960,AAE,unexpected,"Hoes be acting like they not a hoe I be like wtfhoe !!!!!!! Smh . !!
"
961,961,SAE,expected,"I guess everybody thought that it would be alright to go out andleave me here
"
962,961,AAE,unexpected,"Ig Everybody Thought It Would Be Ok To Go Out andLeave Me Here / :
"
962,962,SAE,expected,"Me and Dazy are going to have matching bathing suits but mine is going to be pinkor black, or pink and gray
"
963,962,AAE,unexpected,"Me an dazy gone have matching bathing suits but mine gone be pink orblack or pink an gray
"
963,963,SAE,expected,"Watching the first Power Rangers movie with my babies. I love watching movies that I used to watch when   I was little with them
"
964,963,AAE,unexpected,"Watching the 1st Power Ranger movie w/ my babies.... I love watching movies that I used to watch whenI was little w/ them
"
964,964,SAE,expected,"Ha ha, I don't watch it at work. I'm talking about at home. I'm not a paramedic but I   do work at the hospital
"
965,964,AAE,unexpected,"haha I don't watch it at work I'm talking bout at home... I'm not a paramedic but Ido work at the hospital
"
965,965,SAE,expected,"I do not think I am going to go out this weekend. I am just going tostay in and do some homework
"
966,965,AAE,unexpected,"I don't think ima go out this weekend... I'm just gonnastay in & do homework
"
966,966,SAE,expected,"You are so right, kid. Make sure you treat your girl right because good girlsare hard to come by
"
967,966,AAE,unexpected,"you sooo right kiddo so make sure you treat your girl right bc good girlsare hard to come by!
"
967,967,SAE,expected,"I'm seeing Vicki tonight! I love her and Tyrina and Toya andJasmine and Krystal! They are all crazy
"
968,967,AAE,unexpected,"Seen Vicki tonight! I love her & Tyrina! & Toya &Jasmine & Krystal crazy asses!!
"
968,968,SAE,expected,"You know what? I'm being nice today, so instead of insulting you I'm justgoing to say, \""good day sir.\
"
969,968,AAE,unexpected,"you know what... I'm being nice today soo instead of insulting you ima justgone say ""Good Day Sir""
"
969,969,SAE,expected,"Please keep my mother within your prayers as she goes underfor surgery in the morning
"
970,969,AAE,unexpected,"Please keep my mommy in your prayers tonight as she gofor surgery in the am!!
"
970,970,SAE,expected,"If I could explain the misery, I would write a song, wait Iforgot that I suck at music
"
971,970,AAE,unexpected,"If I could explain the misery I would right a song, oh wait Iforgot I suck at music.
"
971,971,SAE,expected,"You wouldn't bet on the other guy if youknew what I already know
"
972,971,AAE,unexpected,"You wouldnt put your money on the other guy if youknew what I already know.
"
972,972,SAE,expected,"If you had to choose between keeping your girlfriend or winning the lottery, what kind of car would you buyfirst?  Would it be a green sun fire
"
973,972,AAE,unexpected,"If you had to choose between your girlfriend and winning the lottery? What kind of car would you buyfirst? A green sun fire.
"
973,973,SAE,expected,"I'm still trying to understand Rihanna and Karruache's role with Chris... To me, both just play their roles and allare happy in the end
"
974,973,AAE,unexpected,"Im still trying to understand Rihanna and Karruache role with Chris... To me both just play their roles an allare happy in the end
"
974,974,SAE,expected,"My hair is in great shape right now. Excuse me if I go about mybusiness like I feel good
"
975,974,AAE,unexpected,"My hair is on the best flow right now excuse me if I swoosh myswoop all uppidy and ish
"
975,975,SAE,expected,"It's quite awkward when people say \""I'm going natural now\"", however I am aware my hair will not be straight like yours\"". Me: Yes, itis possible! Them: It will not. Me: Oh
"
976,975,AAE,unexpected,"Its so awkward when ppl say ""im going natural now "" but i know my hair wont go straight like yours"". Me: yes itcan! Them: it wont Me:oh
"
976,976,SAE,expected,"Keep the timeline up in the left corner, press menu, then scroll andyou will see log out
"
977,976,AAE,unexpected,"lls keep the timeline up in the left corner press menu then scroll andyou will see log out
"
977,977,SAE,expected,"Miss you too, Soon, very soon I can see you! And no babysitting ( you know whatI mean) it's your birthda
"
978,977,AAE,unexpected,"miss u too!!!!!! Soon very soon i can seeee you!!!! And no babysitting ( you know whati mean )its ya bday
"
978,978,SAE,expected,"I love Huck! But every time you seem to like someone on the show, they end up doingsomething that blows you, laugh-out-loud
"
979,978,AAE,unexpected,"I LOVE HUCK ! But everytime you seem to like someone on the show they end up doingsomething that blow you lol
"
979,979,SAE,expected,"I love Olivia but hate her role as being a mistress. Cyrus is one of my favorites, too, but he irks me tooat the same time! That’s funny!
"
980,979,AAE,unexpected,"like i Love Olivia but hate her role as being a mistress, Cyrus is one of my Favs too but he irks me tooat the same time! Lol
"
980,980,SAE,expected,"Something has to give. All I smell when I walk away from lunch is piss and cigarettes. I’m so disgusted with outside right now.
"
981,980,AAE,unexpected,"Something have to give !! All i keep smelling while walking from lunch is pure piss and cigarettes.. Sodisgusted with outside right now
"
981,981,SAE,expected,"You would all certainly enjoy it if you are a player our age and up. You are able to create your ownteam or you can join an already existing team
"
982,981,AAE,unexpected,"All of you would most definately enjoy it players our age and up ! You can create your ownteam or join another team.
"
982,982,SAE,expected,"It is absolutely gorgeous today. I’m feeling like spring has arrived early, but of course this weather will be ice cold soon.
"
983,982,AAE,unexpected,"Its absolutely Gorgeous!!! Today ! feeling like spring has arrived early ... But of course thisweather it'll ice cold soon
"
983,983,SAE,expected,"Only the Lord knows what I would do to have you laying next to meand our son right now
"
984,983,AAE,unexpected,"Lord Knows Wat I Would Do To Have You Laying Next To Me&& Our Son Right Now.!
"
984,984,SAE,expected,"Yes, I agree with that, but for the winter I can deal with it, at least it's not snow.Same here, business as usual
"
985,984,AAE,unexpected,"Yeah I agree with that but for the winter I can deal, at lease its not snow andsame here business as usual
"
985,985,SAE,expected,"It's snowing and sticking, I hope I get home beforeit gets too dark and slippery
"
986,985,AAE,unexpected,"Umm its snowing and its really sticking hope I get home beforeit gets dark and slippery
"
986,986,SAE,expected,"CAt's eyes might be the only bar downtownevery night. PRove me wron
"
987,986,AAE,unexpected,"Cat's eye might be the only bar downtown that has live musicevery night. Prove me wrong.
"
987,987,SAE,expected,"Oh, Jesus. I’m ready for whatever. I’m tired of these negros having no training that are living paycheck to paycheck!
"
988,987,AAE,unexpected,".on jesus im ready for WATEVAH im tried of dhese no training having asz niggah dats living paycheck to pay check .!
"
988,988,SAE,expected,"Hmmm. Do you think so? Can a woman be too busy and single notto let it bother them
"
989,988,AAE,unexpected,"hmmm ya think? Can a chick be 2 busy and single not2 let it other them???
"
989,989,SAE,expected,"At peace with not obtaining a life goal? I guess, man. But everyone goes about shit differently.(I'm a testament to that.
"
990,989,AAE,unexpected,"at piece with not obtaining a life goal??? I guess man...But everyone go about ish different(I'm a testament 2 dat)
"
990,990,SAE,expected,"I see what Thibs is doing though; he's trying to temper expectations because his career is tied toRose. I just hate the pessimism
"
991,990,AAE,unexpected,"I see what Thibs doing tho, he trying to temper expectations cuz his career is tied toRose...I jus hate the pessimism
"
991,991,SAE,expected,"Pre '07, in Chicago there were no brothers made under 30. I was denied membership for threefucking years, but I persevered
"
992,991,AAE,unexpected,"Pre 07, in chicago there was no bruhz made under 30 I was denied membership for 3fucking years but I persevered.
"
992,992,SAE,expected,"No diss to the good brother Josh either, but he came in a whole year before and didn't get shit to pop...We had the city on fire
"
993,992,AAE,unexpected,"no diss to the good bruhz Josh either, but he came in a whole year before and didn't get shit to pop..wehad the city on fire.
"
993,993,SAE,expected,"We were not saying, \""Fuck youtube.\"" We traveled, talked to people, and got to know those people
"
994,993,AAE,unexpected,"We wasn't on some fuck youtube shit! We traveled talked shit andgot to know the bruhz!
"
994,994,SAE,expected,"Yes, she is ridiculous like her mother and should mind her own business!They will work it out
"
995,994,AAE,unexpected,"Yeah, she is ridiculous like her mother and should mind her own business!They will work it out!
"
995,995,SAE,expected,"Wait a minutes. This Cassie \""Indie\"" track is pretty dope. Solangehelped her make a hit.
"
996,995,AAE,unexpected,"Wait a min... this Cassie ""Indo"" track is pretty dope... Solangehelped her make a hit
"
996,996,SAE,expected,"Why do critics eat beans for dinner? So they can takea bubble bath, hahaha. Critic
"
997,996,AAE,unexpected,"Why do haters eat beans for dinner? So they can takea bubble bath lmao. Hater
"
997,997,SAE,expected,"I am so happy when I wake up from a bad dream because they feel too real
"
998,997,AAE,unexpected,"I be so happy when i wake up from a bad dream....custhey be feelin too real
"
998,998,SAE,expected,"Man, I haven't been on Twitter in a long time letme see what's going on
"
999,998,AAE,unexpected,"Damn. I haven't been on Twitter in a long time letme see what's going on
"
999,999,SAE,expected,"Why did my friend just Tweet \""Are you Jewish? Because you are giving me a look like you wish this peniswas in your mouth.\"" Laughing my mother fucking ass off.
"
1000,999,AAE,unexpected,"Why my dude just tweet: Are you Jewish? Cause you givin' me a look like Jewish this dickwas in your mouth. Lmmfao
"
1000,1000,SAE,expected,"Laughing my ass off. I am going to bed. Shit really just blew me to the maximum. I cannot help but laugh because, of course it will endup being flipped on me.
"
1001,1000,AAE,unexpected,"Lmao Im goin to bed, shit really just blew me to the max cnt help but laugh cuz of course it'll endup being flipped on me
"
1001,1001,SAE,expected,"Special Sunday shout-out to the old church lady with the see through suit on. P.S. I like the way your stockings double up as abra too, stupid sexy, that's funny
"
1002,1001,AAE,unexpected,"Special sunday shoutout to the old church lady wit the seethrou suit on P.S like the way yo stockings double up as abra too Stupid sexy lol
"
1002,1002,SAE,expected,"I am going to post this and turn off Twitter. It is so frustrating that everyone says this, yet know nothing. I hope he gets better.
"
1003,1002,AAE,unexpected,"I'm gonna post this & turn twitter off. It's so frustrating that everyone says this yet knows nothing.I hope he gets better.
"
1003,1003,SAE,expected,"Sometimes I think you were raised on a farm, because you should know howto raise a cock. Laughing my motherfucking ass off.
"
1004,1003,AAE,unexpected,"Sometimes i think you were you raised on a farm Cause you sholl know howto raise a cock. lmmfao
"
1004,1004,SAE,expected,"I think I will  have to make that one phone call, andlet my boyfriend know what is going on
"
1005,1004,AAE,unexpected,"I think ima have 2 make dat one phone call, ndlet my bae know wassup.
"
1005,1005,SAE,expected,"When I get lonely, I enjoy scrolling romantically through yourtimeline because you're so sexy
"
1006,1005,AAE,unexpected,"When i get lonely I enjoy romantic scrolls up and down yourtimeline cuz you so sexy!
"
1006,1006,SAE,expected,"At your best you are love. You are a positive, motivating force within my life. And if you feel the need toask why, let me know
"
1007,1006,AAE,unexpected,"At ur best you are love, ur a positive motivating force within my life. And if you feel the need towonder why, let me know....
"
1007,1007,SAE,expected,"I wish I could visit California, When I get my income tax refund  I will go On a vacation. Maybe we can arrange a time to see each other
"
1008,1007,AAE,unexpected,"wish I could Come visit......Cali......I'ma get out there when I get my incometax tovacate.. Maybe we'll link up..
"
1008,1008,SAE,expected,"Excuse me miss, but you need to stop being so damn sexy. Damn, I forgot whatI was going to post. Laugh out loud.
"
1009,1008,AAE,unexpected,"Excuse me miss but you need to stop being so damn sexy..... damn I forgot whatI was gone post lol
"
1009,1009,SAE,expected,"I can't wait to meet up with my boys, and at this PG-Hueytown Basketball game! Going to bea good Friday coming soon
"
1010,1009,AAE,unexpected,"Can't wait to meet up with my boys, and at this PG-Hueytown Basketball game! Gunna bea good friday coming soon!
"
1010,1010,SAE,expected,"Because you all keep hollering. FSU, they beat Clemson, whose only legitimate win was against Georgia, who is notwhat we thought they were.
"
1011,1010,AAE,unexpected,"cfblive yall keep hollering fsu they beat clemson who only legitimate win was against georgia,who's notwhat we thought they were.
"
1011,1011,SAE,expected,"I had my gum blessed by an angel this morning. I'm going to chew thesleeves off of this gum, haha
"
1012,1011,AAE,unexpected,"I had my gum blessed by an Angel this morning. Imma chew thesleeves off this gum lol
"
1012,1012,SAE,expected,"I am amazed, I just downloaded and watched what I missed last night. Besides, thisis my new favorite show
"
1013,1012,AAE,unexpected,"Amazed, I just downloaded and watched what I missed last night on besides thisis my new favorite show.
"
1013,1013,SAE,expected,"Its a beautiful night to have a beautiful dream. If I dream about that sexy girl, doesn't thatmake you my dream girl
"
1014,1013,AAE,unexpected,"Its a beautiful night to have a beautiful dream. If I dream about that sexy gurl doesn*t thatmake you my dream gurl?!
"
1014,1014,SAE,expected,"Here's how I see it: even the people who don't like me actually love me. Do you know? Because they enjoy it. They don't like me. Continuing disliking me.
"
1015,1014,AAE,unexpected,"I look at it like this. Even the Haters got Love for me. You know why?? Because they Love ToHate me. HATE ON PLAYA.
"
1015,1015,SAE,expected,"We need to have a fingernail day. Actually, I don't need myfingernails done, just my toenail
"
1016,1015,AAE,unexpected,"lol I will we need to have a nail day well I dnt need mynails done just my feet
"
1016,1016,SAE,expected,"See, I don’t know if it’s because we don’t go to the same schools or our lives are changing. It’s likeour communication is all fucked up.
"
1017,1016,AAE,unexpected,"See idk if it's Cuz we don't go to the same schools or our lives changing it's likeour communication all fucked up
"
1017,1017,SAE,expected,"If you have something to say about my child, tell me and not the Internet because bitches,you need your asses beat
"
1018,1017,AAE,unexpected,"if u got sumthin to say bout my child tell me nd not da net BC BYTCHU NEED UR ASS BEAT
"
1018,1018,SAE,expected,"There are 25 people on the flight. My snoring will definitely be noticable.It is time to sleep, goodbye
"
1019,1018,AAE,unexpected,"25 people on this flight. My snoring will truly stand out.Nappy nap time. Peace out.
"
1019,1019,SAE,expected,"Hey? Why do these guys act like they are too good to be promoters? I have never understoodthat... They make a lot of money.
"
1020,1019,AAE,unexpected,"Aye ? Why niggas act like they toooo good to be promoters ? Never understoodthat... They make crazy money
"
1020,1020,SAE,expected,"I swear to God, I was just thinking, \""Is that why Dae Dae calls me that,laughing my ass off?\"" So you are just understanding.
"
1021,1020,AAE,unexpected,"I swear to God I was just thinking is that why Dae Dae calls me thatlmao"" so you're just understanding
"
1021,1021,SAE,expected,"What's up, rappers? Are you all still shooting hoops with me today? My mom made ox tail andcook-up rice. No pressure
"
1022,1021,AAE,unexpected,"wats up rappers? Y'all still shooting hoops with me today? My mom made ox tail andcook up rice.. No pressure...
"
1022,1022,SAE,expected,"I have all these damn drugs inside me, baby. They have me feeling likeI'm going into a matrix
"
1023,1022,AAE,unexpected,"I got all these damn drugs inside me babyyy, They get me feelin likeI'm goin in a matrix
"
1023,1023,SAE,expected,"He's never with any other woman, acting like he's cool. Because there's levels to this shit andshe could never be me
"
1024,1023,AAE,unexpected,"He's never with no other chick, fronting like he's slick.Cause it's levels to this shit andshe could never be ME.
"
1024,1024,SAE,expected,"I want people to understand that I go crazy because I hate weak and raggedy bitches, not so much raggedy, buthow they carry themselves
"
1025,1024,AAE,unexpected,"I want ppl to understand I kirk because I hate weak and raggedy bitches not more so raggedy buthow they carry them sleeves
"
1025,1025,SAE,expected,"You kiss me on the lips at night and tell me how much you love me. You hold me close andnever let me be lonely
"
1026,1025,AAE,unexpected,"U kiss me on the lips at night and tell me how much you love me you hold me close andnever let me b lonely!
"
1026,1026,SAE,expected,"I remember my past and how I used to let shit disappoint me quickly. But now, I am like, \""Fuck it. Shit, I have cash that counts. No big deal!\
"
1027,1026,AAE,unexpected,"I Remember My Past How I Used To Let Shit Disappoint Me Fast But Now I'm Like Fuck It Shidd IGot Ca$h Ta Count Nbs.!
"
1027,1027,SAE,expected,"Our world studies teacher is crazy for giving us this paper to write. It's due tomorrow! I'll write it butI'll just do it at school
"
1028,1027,AAE,unexpected,"World Studies Teacher Wild Asl For Given Us This Paper To Type In Its Due Toma >_< I'm Write ButJust Type It In School.!
"
1028,1028,SAE,expected,"Sitting here reflecting on how good God is! August has left us, but guesswhat? I have no complaints
"
1029,1028,AAE,unexpected,"Sitting here reflecting on how good God is! August has left us but guesswhat, I have no complaints!
"
1029,1029,SAE,expected,"My mom's food is so good, it is a guaranteed fact that it will make you feel some typeof way and fall asleep
"
1030,1029,AAE,unexpected,"My Moma Food Be So Good Its A Guaranteed Fact That It Will Make U Feel Some TypeOf Way And Fall Asleep.!
"
1030,1030,SAE,expected,"Once I began to believe what the \""Word of God\"" says about me,my life began to change
"
1031,1030,AAE,unexpected,"Once I began to believe what the Word of God say about me,my life began to change.""
"
1031,1031,SAE,expected,"I am ready to punch the motherfuckers in their throat. Oh my science! That is why I am alwaysquiet. I am bipolar. Age, sex, and location
"
1032,1031,AAE,unexpected,"I Be Ready To Punch MFs In They Throat OMS Thats Why I Always BeQuite I'm Bipolar Asl Nbs.!
"
1032,1032,SAE,expected,"Since I didn't go to school today, I guess I'll lay back down till I can find myself something interesting to go do
"
1033,1032,AAE,unexpected,"since I didn't go to school today I guess I'll lay back down till I can findme something to get into
"
1033,1033,SAE,expected,"Just have to deal with everything and pray to get through it. You cannever go wrong with praying
"
1034,1033,AAE,unexpected,"Just have to deal with everything an pray to get through it... You cannever go wrong with praying
"
1034,1034,SAE,expected,"Oh, okay. I will try that out. Well, how do I ask for it if it isnot on the menu? Laugh out loud.
"
1035,1034,AAE,unexpected,"oh ok I will try that out.... Well how do I ask for it if it'snot on the menu? Lol
"
1035,1035,SAE,expected,"I am quiet but I just ride with it. The moment I stop having fun withit, I'm done with it.
"
1036,1035,AAE,unexpected,"I'm quiet but I just ride wit it. Moment I stop havin fun witit I'm done wit it
"
1036,1036,SAE,expected,"It is all in fun, though. Everybody knows that light-skin chicks withthin mustaches have fat asses.
"
1037,1036,AAE,unexpected,"It's all in fun though. Everybody know light skin chicks withthin 'staches got fat asses
"
1037,1037,SAE,expected,"I'm not the most handsome guy but damn, bitch, I just said hello. Fuck,you're mean. It's my job
"
1038,1037,AAE,unexpected,"I ain't da prettiest nigga but damn bitch I juss said hello fuku mean its my job..
"
1038,1038,SAE,expected,"Lmfao (Laughing my f***ing ass off)... Magnanimous, N**** almost made me find a dictionary. I said \""screw it\"",and just used context clues
"
1039,1038,AAE,unexpected,"Lmfao...magnanimous. Nigga almost made me find a dictionary. I said fuck itand just used context clues
"
1039,1039,SAE,expected,"That moment when you walk past Victoria Secret, and a lady is purchasing underwear,then you both make eye contact
"
1040,1039,AAE,unexpected,"That when u walk pass Victoria secrets & a lady is picking up underwearthen you both make contact
"
1040,1040,SAE,expected,"Hello, I'm doing well. I've just been behaving myself and staying out of trouble. How are youand your wife doing
"
1041,1040,AAE,unexpected,"Whatup, I'm cool. Just been staying out the way. How youand that lil lady doing?
"
1041,1041,SAE,expected,"Hairy vaginas are not meant to have cunnilingus preformed upon it. You can have sex with it though, don't turn it down completely
"
1042,1041,AAE,unexpected,"Hairy pussy is not to be eaten, u can fuck it tho, don'tturn it down completely ""
"
1042,1042,SAE,expected,"But for me and Noelle to be eating Krispy Kreme donuts this time ofnight. Laugh out loud. We are so fat.
"
1043,1042,AAE,unexpected,"But for me and Noelle to be eating Krispy Kreme donuts this time anight lol we so fat
"
1043,1043,SAE,expected,"A guy is never around when he's on top! But he will do everything in his power to bringyou down when he's down.
"
1044,1043,AAE,unexpected,"A nigga ain't never around when he on top! But will do everything in his power to bringyou down when he down
"
1044,1044,SAE,expected,"and how long ago was that? I'm laughing hysterically. I been since I could remember now...I could shed a tear I'mso happy for you. I'm laughing
"
1045,1044,AAE,unexpected,"and how long ago was that? Lmfaoo. I been since I could remember now. . I could shed a tear I'mso happy for u lol
"
1045,1045,SAE,expected,"I just woke up from a nap.  I really don't know howI fell asleep that fast
"
1046,1045,AAE,unexpected,"Just woke up from a nap I really don't know howI fell asleep that fast
"
1046,1046,SAE,expected,"I saw you handling that money today, in \""you know where\"" early today... That's funny... Same shit man, one thing only. Girls are lookingfor someones money
"
1047,1046,AAE,unexpected,"saw u handling them bills today in u no where early.....lol....same shit homie.....1.....chicks always lookn for a pay day
"
1047,1047,SAE,expected,"Coach Trestman is just what the doctor ordered for my Bears! We owe Minneapolise for that crappy loss to themlast year. Let's go, Bears
"
1048,1047,AAE,unexpected,"coach trestman is just what the dr ordered 4 my BEARS! We owe minny 4 that crappy loss 2 themlast yr. Let's Go Bears!
"
1048,1048,SAE,expected,"I think you'd be lucky to get $5000, but even then, what car would you get that's better thanthe one you have now
"
1049,1048,AAE,unexpected,"I think you'd be lucky to get 5k, but even then what car would you get that's better thanthe one you have now?
"
1049,1049,SAE,expected,"Attention: All Mets fans send out Tweets as much as possible for Cuban. 1: Be Jose Abreu thisoffseason. 2: Become a Met
"
1050,1049,AAE,unexpected,"Attention: All Mets fans send out tweets as much as possible 4 Cuban 1b Jose Abreu thisoffseason 2 become a Met
"
1050,1050,SAE,expected,"I know you have seen me texting his dad. You are wrong for acting that way and I hope you will reconsider.I hope you know what you are doing
"
1051,1050,AAE,unexpected,"and I know u see me & his daddy textin u u r wrong for tht shit I hope u r think in twice and I hope uknow wht u r doin,,,
"
1051,1051,SAE,expected,"Why the fuck would you call him motherfucker? I just said he did not put itIn there, damn, just shut the fuck up.
"
1052,1051,AAE,unexpected,"Why Tf Would U Call Him Mf I Just Said He Didnt Put ItIn Dere Dam Just stfu
"
1052,1052,SAE,expected,"Andruz and Kinsler signed for the longterm. I will give you Travis d'Arnaud and Cesar Puello for SS Jurickson Profa
"
1053,1052,AAE,unexpected,"andruz & kinsler r signed long term. I'll give u C Travis d'Arnaud & OF CesarPuello 4 SS Jurickson Profar.
"
1053,1053,SAE,expected,"Today calls for relaxation, pampering, and eating. A lot. And sleeping morethan three hours at night
"
1054,1053,AAE,unexpected,"Today calls for relaxation, pampering, eating.. a lot.. And sleeping morethan 3 hours a night
"
1054,1054,SAE,expected,"Hey, my girl, my girl, she loves me. She hits me all the time, my phone is ringing off the hook
"
1055,1054,AAE,unexpected,"Aye My Girl My Girl she loves me. She hit me all the time my phone beringing of the hook like.
"
1055,1055,SAE,expected,"What do you know about stuffing bands in a cereal box? Telling children; \""Let me know if yousee cops on the block.\""
"
1056,1055,AAE,unexpected,"Watchu knoe bout stuffin bandz in a cerial box Tellin young'ns lemme know if theysee cops on the block
"
1056,1056,SAE,expected,"Honestly, I really don't give a fuck about what you think of the music I like. Yeah, I guess I'm lame because I don'treally like 2 Chainz? What the fuck
"
